;grid=25x25:extent=(-36.0000,36,-36,36.0000):X_lbl=p_y:Y_lbl=p_x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    #,   Plate Y,   Plate X,  Seconds,       i0,       i1,      mon,    bstop,    Omron,      CH6,      CH7,     TEMP,   marccd,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     ROI8,     ROI9,    ROI10,    RIO11,    ROI12,    ROI13,      SWX,     CCD1,    CTEMP,    Timer,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,    PRESS,   lvdt11,   lvdt12,   lvdt21,   lvdt22,   lvdt31,   lvdt32,   lvdt41,   lvdt42,   CTEMPB
282,-15,-3,30,4500174,2049121,858,0,14966943,0,0,0,33.976078,131940,117450,50482,7154,10909,2007,4615,430,0,0,0,0,0,0,0,0,0,-1,88662.793,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,-12,-3,30,4504745,2043216,1003,0,14975863,0,0,0,34.112649,130800,116640,50775,7140,10450,1989,4652,445,0,0,0,0,0,0,0,0,0,-1,88698.135,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,-9,-3,30,4495061,2046929,950,0,14970278,0,0,0,33.999417,130770,116340,50175,7156,9884,1871,4814,496,0,0,0,0,0,0,0,0,0,-1,88733.381,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,-6,-3,30,4481429,2055410,940,0,14966454,0,0,0,33.985139,131100,116670,50615,7142,9703,1840,4644,517,0,0,0,0,0,0,0,0,0,-1,88768.707,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,-3,-3,30,4476049,2043302,913,0,14973643,0,0,0,34.059651,130890,116490,50757,7239,9548,1733,4683,491,0,0,0,0,0,0,0,0,0,-1,88804.03,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,0,-3,30,4518837,2077207,1025,0,14961678,0,0,0,33.953157,131880,117420,50936,7196,9028,1738,4776,543,0,0,0,0,0,0,0,0,0,-1,88839.217,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,3,-3,30,4521700,2074471,996,0,14985193,0,0,0,33.998163,130920,116280,50060,7391,8642,1629,4741,582,0,0,0,0,0,0,0,0,0,-1,88874.462,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,6,-3,30,4517738,2071322,1004,0,14975655,0,0,0,33.932547,131730,117300,49540,7322,8355,1513,4610,624,0,0,0,0,0,0,0,0,0,-1,88909.648,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,9,-3,30,4518293,2047068,963,0,14984469,0,0,0,33.899626,129270,115560,48642,7010,7835,1472,4559,647,0,0,0,0,0,0,0,0,0,-1,88944.83,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,12,-3,30,4518347,2059976,952,0,15002661,0,0,0,34.220716,125940,112410,48307,7030,7502,1397,4521,615,0,0,0,0,0,0,0,0,0,-1,88980.303,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,15,-3,30,4511765,2039034,1135,0,15001483,0,0,0,34.078417,123900,111060,46744,7054,7162,1367,4533,616,0,0,0,0,0,0,0,0,0,-1,89015.66,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,18,-3,30,4495528,2033152,1001,0,14997643,0,0,0,33.888698,125190,112230,46128,6942,6873,1248,4321,645,0,0,0,0,0,0,0,0,0,-1,89050.785,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,21,-3,30,4484671,2023323,974,0,14980261,0,0,0,34.015467,120660,108450,44952,6790,6341,1198,4251,688,0,0,0,0,0,0,0,0,0,-1,89086.097,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,24,-3,30,4501598,2025754,1051,0,14966366,0,0,0,33.936261,120720,108450,43924,6867,6003,1143,4342,669,0,0,0,0,0,0,0,0,0,-1,89121.287,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,27,-3,30,4528065,2042709,1017,0,14944074,0,0,0,34.016285,117930,105930,43172,6804,5702,1086,4269,678,0,0,0,0,0,0,0,0,0,-1,89156.527,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,30,-3,30,4517066,2036198,933,0,14914376,0,0,0,34.000259,116160,104880,42377,6592,5483,1057,4111,780,0,0,0,0,0,0,0,0,0,-1,89191.781,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,33,-3,30,4503366,2030348,842,0,14871695,0,0,0,33.920618,115020,103740,40532,6471,5142,1045,4106,726,0,0,0,0,0,0,0,0,0,-1,89226.953,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,-36,0,30,4497226,2029102,856,0,14999191,0,0,0,33.947031,39000,37560,202,151,59,80,215,141,0,0,0,0,0,0,0,0,0,-1,89268.744,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,-33,0,30,4488684,2040286,834,0,14984924,0,0,0,33.941211,72060,67530,19417,2654,3828,749,1761,214,0,0,0,0,0,0,0,0,0,-1,89303.922,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,-30,0,30,4478700,2020634,996,0,14966641,0,0,0,33.94431,134100,119250,51794,6964,11535,2096,4676,355,0,0,0,0,0,0,0,0,0,-1,89339.1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,-27,0,30,4472631,2018990,1098,0,14969983,0,0,0,33.943494,134910,119970,52338,7150,11322,2008,4674,335,0,0,0,0,0,0,0,0,0,-1,89374.307,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,-24,0,30,4470515,2015063,1039,0,14974812,0,0,0,33.996624,133080,118260,52878,7250,10904,2027,4855,382,0,0,0,0,0,0,0,0,0,-1,89409.563,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,-21,0,30,4519651,2044754,944,0,14976879,0,0,0,34.014123,136470,120930,54374,7379,10856,1909,4875,431,0,0,0,0,0,0,0,0,0,-1,89444.859,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,-18,0,30,4513176,2044133,899,0,14971320,0,0,0,33.964245,135780,120300,54414,7435,10339,1900,4979,431,0,0,0,0,0,0,0,0,0,-1,89480.067,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,-15,0,30,4504193,2041396,1000,0,14971501,0,0,0,34.138275,135000,119790,54096,7562,10023,1874,4905,430,0,0,0,0,0,0,0,0,0,-1,89515.503,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,-12,0,30,4495180,2033538,980,0,14962989,0,0,0,33.964834,136050,120570,54609,7656,9799,1770,4905,435,0,0,0,0,0,0,0,0,0,-1,89550.696,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,-9,0,30,4494528,2030315,943,0,14968879,0,0,0,33.902149,137640,122070,54972,7688,9372,1717,4980,461,0,0,0,0,0,0,0,0,0,-1,89585.875,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,-6,0,30,4498425,2024404,949,0,14964837,0,0,0,33.935201,136200,120960,53783,7711,9045,1724,4948,472,0,0,0,0,0,0,0,0,0,-1,89621.047,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,-3,0,30,4495328,2042055,897,0,14967721,0,0,0,33.986444,136170,120720,54832,7846,8840,1609,4968,480,0,0,0,0,0,0,0,0,0,-1,89656.287,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,0,0,30,4492663,2025506,1075,0,14962684,0,0,0,33.960162,133590,118620,53509,7412,8202,1542,4879,515,0,0,0,0,0,0,0,0,0,-1,89691.495,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,3,0,30,4510696,2021787,1191,0,14986858,0,0,0,33.984476,132690,118140,53215,7630,7943,1496,4893,519,0,0,0,0,0,0,0,0,0,-1,89726.735,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,6,0,30,4522714,2037162,1018,0,14978327,0,0,0,33.904392,134190,119130,52413,7700,7642,1383,5051,522,0,0,0,0,0,0,0,0,0,-1,89761.856,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,9,0,30,4503287,2029664,1011,0,14982795,0,0,0,33.945249,133020,118350,52255,7620,7400,1354,4940,572,0,0,0,0,0,0,0,0,0,-1,89797.014,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,12,0,30,4508809,2024639,944,0,14998110,0,0,0,33.87965,131310,116970,50978,7491,7141,1399,4806,573,0,0,0,0,0,0,0,0,0,-1,89832.141,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,15,0,30,4505478,2025613,902,0,14995549,0,0,0,33.818309,129930,115740,50264,7442,6600,1271,4796,606,0,0,0,0,0,0,0,0,0,-1,89867.205,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,18,0,30,4494531,2012792,865,0,14981302,0,0,0,34.062728,125640,112200,49406,7184,6362,1233,4678,591,0,0,0,0,0,0,0,0,0,-1,89902.522,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,21,0,30,4485036,2009426,990,0,14969482,0,0,0,33.9238,126420,113250,48930,7180,5937,1147,4617,613,0,0,0,0,0,0,0,0,0,-1,89937.69,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,24,0,30,4484980,2005713,1014,0,14968358,0,0,0,34.052722,122460,109560,47767,7010,5661,1091,4353,666,0,0,0,0,0,0,0,0,0,-1,89973.002,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,27,0,30,4478423,2000213,952,0,0,0,0,0,33.988315,120210,108030,46433,6899,5259,1058,4416,665,0,0,0,0,0,0,0,0,0,-1,90008.236,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,30,0,30,4524096,2037815,1227,0,14901649,0,0,0,33.904348,123090,110310,46025,6970,5225,1012,4370,654,0,0,0,0,0,0,0,0,0,-1,90043.425,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,33,0,30,4506963,2031695,1163,0,14864591,0,0,0,33.969034,118230,106320,44569,6914,4874,950,4263,696,0,0,0,0,0,0,0,0,0,-1,90078.628,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,36,0,30,4501265,2022655,1105,0,0,0,0,0,33.921857,37800,36420,105,76,74,46,70,112,0,0,0,0,0,0,0,0,0,-1,90113.8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,-33,3,30,4492067,2018972,1191,0,14964863,0,0,0,33.898066,128550,114750,50412,6819,9491,1881,4492,296,0,0,0,0,0,0,0,0,0,-1,90155.527,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,-30,3,30,4478341,2011223,1030,0,14952418,0,0,0,33.907242,138690,122670,55972,7394,10602,2000,4992,328,0,0,0,0,0,0,0,0,0,-1,90190.671,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,-27,3,30,4474167,2008089,1149,0,14962555,0,0,0,33.924315,139350,123300,56386,7588,10353,1937,5026,334,0,0,0,0,0,0,0,0,0,-1,90225.848,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,-24,3,30,4461772,2008112,1136,0,14960827,0,0,0,33.943617,140820,124470,56870,7692,10230,1915,5279,422,0,0,0,0,0,0,0,0,0,-1,90261.134,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,-21,3,30,4455036,1996456,1323,0,14961740,0,0,0,33.93432,140340,124350,57411,7911,9732,1870,5271,407,0,0,0,0,0,0,0,0,0,-1,90296.283,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,-18,3,30,4491532,2021259,1172,0,14968790,0,0,0,33.883622,142440,125910,58472,7972,9542,1741,5310,367,0,0,0,0,0,0,0,0,0,-1,90331.437,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,-15,3,30,4513058,2039603,1015,0,14966842,0,0,0,34.1105,140910,124110,58840,8042,9425,1719,5271,369,0,0,0,0,0,0,0,0,0,-1,90366.804,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,-12,3,30,4511367,2036878,1055,0,14952280,0,0,0,34.043441,142140,125520,59484,8024,9204,1701,5270,403,0,0,0,0,0,0,0,0,0,-1,90402.07,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,-9,3,30,4499876,2009121,1043,0,14970958,0,0,0,33.795817,141990,125490,58275,8206,8829,1632,5259,441,0,0,0,0,0,0,0,0,0,-1,90437.13,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,-6,3,30,4497293,1993258,1079,0,14955328,0,0,0,33.807237,140670,124500,57996,8011,8422,1571,5281,464,0,0,0,0,0,0,0,0,0,-1,90472.182,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,-3,3,30,4498881,1989569,1013,0,14961925,0,0,0,33.916977,139440,123300,57230,8203,7853,1532,5339,480,0,0,0,0,0,0,0,0,0,-1,90507.4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,0,3,30,4488686,1984182,1037,0,14960708,0,0,0,34.083465,136380,120720,57191,8125,7546,1443,5206,490,0,0,0,0,0,0,0,0,0,-1,90542.738,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,3,3,30,4478377,1982286,1013,0,14980246,0,0,0,33.944259,137370,121770,56559,7912,7390,1410,5105,497,0,0,0,0,0,0,0,0,0,-1,90577.895,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,6,3,30,4475056,1979352,1015,0,14977599,0,0,0,33.97176,135450,120240,55619,8058,6944,1362,5337,707,0,0,0,0,0,0,0,0,0,-1,90613.143,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,9,3,30,4498965,2009001,1001,0,14977811,0,0,0,34.011216,135960,120420,56344,7951,6796,1326,5165,536,0,0,0,0,0,0,0,0,0,-1,90648.388,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,12,3,30,4484877,2003885,1089,0,14969246,0,0,0,33.947716,133770,118650,55328,7995,6416,1347,5116,601,0,0,0,0,0,0,0,0,0,-1,90683.598,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,15,3,30,4484000,1997117,1004,0,14976632,0,0,0,34.031362,132480,117630,54732,7822,6273,1289,5017,569,0,0,0,0,0,0,0,0,0,-1,90718.897,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,18,3,30,4480634,1988352,927,0,14962831,0,0,0,34.014883,130110,115740,53371,7612,5876,1106,4911,605,0,0,0,0,0,0,0,0,0,-1,90754.197,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,21,3,30,4479339,1982349,857,0,14958222,0,0,0,33.915011,130290,116220,52625,7540,5601,1083,4885,609,0,0,0,0,0,0,0,0,0,-1,90789.342,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,24,3,30,4476497,1984083,968,0,14963236,0,0,0,33.990308,126390,113010,51074,7438,5357,1038,4783,611,0,0,0,0,0,0,0,0,0,-1,90824.587,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,27,3,30,4473065,1969125,1054,0,14910794,0,0,0,33.921014,125790,112530,49681,7173,5173,1032,4650,630,0,0,0,0,0,0,0,0,0,-1,90859.761,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,30,3,30,4470184,1960443,970,0,14879916,0,0,0,33.940245,123870,111000,48720,7250,4850,991,4572,594,0,0,0,0,0,0,0,0,0,-1,90894.979,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,33,3,30,4495153,1985114,1023,0,14840871,0,0,0,33.893108,122880,110520,48163,7306,4660,956,4545,663,0,0,0,0,0,0,0,0,0,-1,90930.118,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,-33,6,30,4501887,2004325,946,0,14955814,0,0,0,33.889325,141330,124890,59260,7832,9591,1708,5271,320,0,0,0,0,0,0,0,0,0,-1,90971.59,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,-30,6,30,4485009,1992791,1128,0,14941201,0,0,0,33.93816,142950,126300,60162,7932,9690,1808,5176,343,0,0,0,0,0,0,0,0,0,-1,91006.773,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,-27,6,30,4475625,2002663,960,0,14955155,0,0,0,34.016833,142920,126030,60839,8117,9681,1774,5457,362,0,0,0,0,0,0,0,0,0,-1,91042.027,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,-24,6,30,4477880,2003729,863,0,0,0,0,0,33.809837,146310,128760,61865,8303,9380,1769,5477,354,0,0,0,0,0,0,0,0,0,-1,91077.121,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,-21,6,30,4476772,1980284,1049,0,14586418,0,0,0,33.827996,145050,127800,61770,8252,9026,1685,5412,379,0,0,0,0,0,0,0,0,0,-1,91112.177,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,-18,6,30,4459126,1947041,1019,0,14964410,0,0,0,33.845816,143250,126330,61081,8229,8562,1597,5490,371,0,0,0,0,0,0,0,0,0,-1,91147.246,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,-15,6,30,4452677,1923456,920,0,14956365,0,0,0,34.092111,139470,122970,60616,8222,8284,1558,5456,367,0,0,0,0,0,0,0,0,0,-1,91182.578,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,-12,6,30,4463140,1936798,953,0,14954715,0,0,0,33.969607,140880,124260,61007,8369,8059,1545,5569,392,0,0,0,0,0,0,0,0,0,-1,91217.78,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,-9,6,30,4493324,1969783,961,0,14967992,0,0,0,34.128672,142560,125400,62178,8430,7983,1516,5577,386,0,0,0,0,0,0,0,0,0,-1,91253.186,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,-6,6,30,4486476,1935684,913,0,14958467,0,0,0,33.944089,142800,125970,61567,8359,7400,1414,5530,417,0,0,0,0,0,0,0,0,0,-1,91288.394,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,-3,6,30,4479023,1932061,957,0,14969336,0,0,0,34.118219,138720,122490,60619,8287,7196,1420,5561,449,0,0,0,0,0,0,0,0,0,-1,91323.784,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,0,6,30,4480892,1932499,928,0,14964153,0,0,0,34.002272,139050,122790,60431,8446,6938,1386,5411,468,0,0,0,0,0,0,0,0,0,-1,91359.019,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,3,6,30,4479216,1972541,1021,0,14982370,0,0,0,33.997829,140820,124290,61105,8487,6863,1318,5604,477,0,0,0,0,0,0,0,0,0,-1,91394.246,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,6,6,30,4479472,1971572,946,0,14969324,0,0,0,33.875153,141930,125220,60249,8350,6622,1293,5440,484,0,0,0,0,0,0,0,0,0,-1,91429.359,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,9,6,30,4468489,1969500,953,0,14960680,0,0,0,34.073966,137910,121650,59690,8342,6085,1154,5402,519,0,0,0,0,0,0,0,0,0,-1,91464.69,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,12,6,30,4453468,1962085,943,0,14931738,0,0,0,33.966399,137640,121920,59068,8477,6079,1233,5315,552,0,0,0,0,0,0,0,0,0,-1,91499.934,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,15,6,30,4486218,1983354,1091,0,14952520,0,0,0,33.91941,140070,123960,59420,8194,5920,1161,5345,523,0,0,0,0,0,0,0,0,0,-1,91535.109,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,18,6,30,4495099,1986636,1019,0,14930714,0,0,0,33.924068,138750,122790,58567,8209,5502,1084,5347,529,0,0,0,0,0,0,0,0,0,-1,91570.281,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,21,6,30,4493056,1985861,1007,0,14947610,0,0,0,33.922343,136860,121260,57448,8174,5345,1045,5185,540,0,0,0,0,0,0,0,0,0,-1,91605.472,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,24,6,30,4486190,1973348,953,0,14930031,0,0,0,33.951984,133350,118500,55199,8023,4993,1006,5197,593,0,0,0,0,0,0,0,0,0,-1,91640.707,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,27,6,30,4470197,1929429,1081,0,14895138,0,0,0,33.88825,127980,114240,52972,7579,4662,955,4990,491,0,0,0,0,0,0,0,0,0,-1,91675.859,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,30,6,30,4460404,1910323,1095,0,14863358,0,0,0,33.973972,122880,110130,51264,7442,4500,923,4813,583,0,0,0,0,0,0,0,0,0,-1,91711.081,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,33,6,30,4444775,1826573,977,0,14826738,0,0,0,33.950348,116910,104700,47686,6928,3963,838,4360,587,0,0,0,0,0,0,0,0,0,-1,91746.292,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,-33,9,30,4452691,1879015,1059,0,14929028,0,0,0,33.876583,140250,123720,61121,8164,8827,1616,5392,274,0,0,0,0,0,0,0,0,0,-1,91787.691,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,-30,9,30,4467862,1889756,963,0,14914729,0,0,0,34.137154,139920,123270,62691,8152,8623,1566,5435,294,0,0,0,0,0,0,0,0,0,-1,91823.075,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,-27,9,30,4492920,1895476,1086,0,2813099,0,0,0,33.995967,142170,125160,63460,8412,8666,1564,5692,298,0,0,0,0,0,0,0,0,0,-1,91858.29,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,-24,9,30,4493644,1911412,1090,0,0,0,0,0,33.915263,146490,128940,64621,8710,8374,1639,5715,337,0,0,0,0,0,0,0,0,0,-1,91893.453,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,-21,9,30,4482638,1875293,938,0,0,0,0,0,33.951501,144060,126780,64023,8516,8007,1504,5625,344,0,0,0,0,0,0,0,0,0,-1,91928.674,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,-18,9,30,4461001,1872876,875,0,0,0,0,0,34.06441,141420,124290,63757,8541,7779,1457,5633,366,0,0,0,0,0,0,0,0,0,-1,91964.042,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,-15,9,30,4460000,1875772,886,0,0,0,0,0,33.940388,143100,125880,64242,8757,7576,1452,5884,364,0,0,0,0,0,0,0,0,0,-1,91999.213,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,-12,9,30,4446986,1862787,851,0,0,0,0,0,34.076434,141570,124650,64126,8648,7340,1432,5779,399,0,0,0,0,0,0,0,0,0,-1,92034.546,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,-9,9,30,4441341,1876695,915,0,14970352,0,0,0,33.924681,145470,127860,64973,8502,7135,1400,5731,397,0,0,0,0,0,0,0,0,0,-1,92069.715,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,-6,9,30,4429775,1855643,1109,0,14959333,0,0,0,33.968628,141600,124740,63842,8784,6805,1295,5832,419,0,0,0,0,0,0,0,0,0,-1,92104.882,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
