#,Filename,Lyr #1(nm),Al-Int(c/s),Err(c/s),Back(c/s),Back.Err,Al-At.%,Err(c/s).1,Si-Int(c/s),Err(c/s).2,Back(c/s).1,Back.Err.1,Si-At.%,Err(c/s).3,Ti-Int(c/s),Err(c/s).4,Back(c/s).2,Back.Err.2,Ti-At.%,Err(c/s).5,Ni-Int(c/s),Err(c/s).6,Back(c/s).3,Back.Err.3,Ni-At.%,Err(c/s).7,Comp(c/s),Rayl(c/s),LT(secs),Unnamed: 30,detector_index,sample_index,x,y
1,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_0.txt,397.93699999999995,36.797,2.8510000000000004,6.452999999999999,0.32799999999999996,12.132,0.94,2256.613,21.195999999999998,5.686,0.308,100.0,0.0,1480.701,15.129000000000001,5.202000000000001,0.295,31.334,0.32,3926.68,24.656999999999996,27.245,0.674,56.534,0.355,0.0,0.0,59.974,,1.0,0.0,9.04,-31.64
2,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_1.txt,401.376,37.553000000000004,2.887,6.92,0.34,12.187000000000001,0.937,2355.004,21.655,5.92,0.314,100.0,0.0,1673.121,16.078,4.953,0.287,36.338,0.349,3522.2270000000003,23.357,25.497,0.652,51.475,0.341,0.0,0.0,59.968999999999994,,1.0,1.0,4.52,-31.64
3,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_10.txt,434.27,45.498000000000005,3.1430000000000002,6.718999999999999,0.335,13.732999999999999,0.9490000000000001,2527.5660000000003,22.43,5.8020000000000005,0.311,100.0,0.0,2149.049,18.218,5.702000000000001,0.308,46.663999999999994,0.396,2776.437,20.749000000000002,24.458000000000002,0.639,39.603,0.29600000000000004,0.0,0.0,59.98,,1.0,10.0,-4.52,-27.12
4,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_100.txt,432.327,121.476,5.004,7.369,0.35100000000000003,34.975,1.4409999999999998,2443.895,22.057,6.269,0.32299999999999995,100.0,0.0,1086.404,12.964,4.902,0.28600000000000003,22.274,0.266,3094.474,21.901999999999997,25.991999999999997,0.6579999999999999,42.751000000000005,0.303,0.0,0.0,59.979,,1.0,100.0,13.56,4.52
5,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_101.txt,437.07199999999995,124.10799999999999,5.053,7.235,0.34700000000000003,35.18,1.432,2506.89,22.337,6.417999999999999,0.327,100.0,0.0,1224.443,13.757,4.734,0.281,25.41,0.285,2840.829,20.989,25.820999999999998,0.6559999999999999,39.409,0.29100000000000004,0.0,0.0,59.989,,1.0,101.0,9.04,4.52
6,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_102.txt,444.649,129.567,5.1579999999999995,7.152,0.345,35.867,1.4280000000000002,2584.504,22.68,6.002000000000001,0.316,100.0,0.0,1374.0020000000002,14.572000000000001,4.885,0.285,28.769000000000002,0.305,2549.964,19.893,25.058000000000003,0.6459999999999999,35.365,0.276,0.0,0.0,59.982,,1.0,102.0,4.52,4.52
7,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_103.txt,451.458,131.387,5.2010000000000005,7.8020000000000005,0.361,35.701,1.413,2654.866,22.988000000000003,6.685,0.33399999999999996,100.0,0.0,1539.046,15.421,5.235,0.295,32.53,0.326,2288.607,18.855,25.04,0.6459999999999999,31.769000000000002,0.262,0.0,0.0,59.983999999999995,,1.0,103.0,-0.0,4.52
8,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_104.txt,457.723,133.47899999999998,5.242999999999999,7.968,0.364,35.597,1.3980000000000001,2702.137,23.19,6.8839999999999995,0.33899999999999997,100.0,0.0,1699.675,16.203,5.251,0.29600000000000004,36.302,0.34600000000000003,2019.9089999999999,17.718,23.704,0.629,28.101,0.24600000000000002,0.0,0.0,59.99,,1.0,104.0,-4.52,4.52
9,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_105.txt,458.875,127.053,5.117,7.8020000000000005,0.361,33.762,1.36,2806.5409999999997,23.633000000000003,6.585,0.331,100.0,0.0,1880.705,17.042,5.367999999999999,0.299,40.891999999999996,0.371,1801.9270000000001,16.745,23.588,0.627,25.346,0.23600000000000002,0.0,0.0,59.988,,1.0,105.0,-9.04,4.52
10,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_106.txt,468.865,128.142,5.141,8.067,0.36700000000000005,33.321,1.337,2851.784,23.819000000000003,6.683,0.33399999999999996,100.0,0.0,2051.157,17.795,5.483,0.302,44.585,0.387,1581.6779999999999,15.699000000000002,23.55,0.626,22.094,0.21899999999999997,0.0,0.0,60.001000000000005,,1.0,106.0,-13.56,4.52
