formula,probability,measured,X_Ti,X_Zr,X_Y,X_Ca,X_P,X_Fe,X_Sr,X_In,X_Ba,X_Mo,X_Ta,X_Si,X_Nb,X_Cr,X_Sn,X_B,X_C,X_Ni,X_Co,X_V,X_Cu,X_Zn,X_Al,X_Mn,X_Ge,X_Mg,my_elems_comp
Ti0.04Al0.14Ni0.82,0.285,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.06Al0.14Ni0.8,0.29,,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.08Al0.14Ni0.78,0.3075,,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.1Al0.14Ni0.76,0.28,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.12Al0.14Ni0.74,0.2625,,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.14Al0.14Ni0.72,0.255,,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.16Al0.14Ni0.7,0.225,,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.18Al0.14Ni0.68,0.235,,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.2Al0.14Ni0.66,0.3125,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.22Al0.14Ni0.64,0.37,,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.24Al0.14Ni0.62,0.4075,,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.26Al0.14Ni0.6,0.46,,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.28Al0.14Ni0.58,0.52,,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.3Al0.14Ni0.56,0.515,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.32Al0.14Ni0.54,0.5175,,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.34Al0.14Ni0.52,0.5375,,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.36Al0.14Ni0.5,0.5675,,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.38Al0.14Ni0.48,0.5775,,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.4Al0.14Ni0.46,0.5975,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.42Al0.14Ni0.44,0.6075,,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.44Al0.14Ni0.42,0.8225,,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.46Al0.14Ni0.4,0.89,,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.48Al0.14Ni0.38,0.9275,,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.5Al0.14Ni0.36,0.9625,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.52Al0.14Ni0.34,0.965,,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.54Al0.14Ni0.32,0.9725,,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.56Al0.14Ni0.3,0.98,,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.58Al0.14Ni0.28,0.975,,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.6Al0.14Ni0.26,0.9775,,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.62Al0.14Ni0.24,0.8875,,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.64Al0.14Ni0.22,0.79,,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.66Al0.14Ni0.2,0.685,,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.68Al0.14Ni0.18,0.5775,,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.7Al0.14Ni0.16,0.5125,,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.72Al0.14Ni0.14,0.4575,,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.74Al0.14Ni0.12,0.3675,,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.76Al0.14Ni0.1,0.2625,,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.78Al0.14Ni0.08,0.2275,,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.8Al0.14Ni0.06,0.1575,,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.82Al0.14Ni0.04,0.1175,,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.84Al0.14Ni0.02,0.1175,,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0
Ti0.02Al0.12Ni0.86,0.2925,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.04Al0.12Ni0.84,0.285,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.06Al0.12Ni0.82,0.285,,0.060000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8200000000000001,0.0,0.0,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,1.0
Ti0.08Al0.12Ni0.8,0.285,,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.1Al0.12Ni0.78,0.2625,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.12Al0.12Ni0.76,0.27,,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.14Al0.12Ni0.74,0.225,,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.16Al0.12Ni0.72,0.225,,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.18Al0.12Ni0.7,0.2,,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,1.0
Ti0.2Al0.12Ni0.68,0.205,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.22Al0.12Ni0.66,0.3175,,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.24Al0.12Ni0.64,0.3875,,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.26Al0.12Ni0.62,0.4375,,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.28Al0.12Ni0.6,0.5075,,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.3Al0.12Ni0.58,0.52,,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5800000000000001,0.0,0.0,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,1.0
Ti0.32Al0.12Ni0.56,0.505,,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.34Al0.12Ni0.54,0.5125,,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.36Al0.12Ni0.52,0.52,,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.38Al0.12Ni0.5,0.5475,,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.4Al0.12Ni0.48,0.5525,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.42Al0.12Ni0.46,0.535,,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.44Al0.12Ni0.44,0.56,,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.46Al0.12Ni0.42,0.7975,,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.48Al0.12Ni0.4,0.875,,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.5Al0.12Ni0.38,0.94,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.52Al0.12Ni0.36,0.955,,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.54Al0.12Ni0.34,0.9675,,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.56Al0.12Ni0.32,0.985,,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.58Al0.12Ni0.3,0.975,,0.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,1.0
Ti0.6Al0.12Ni0.28,0.9725,,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.62Al0.12Ni0.26,0.9675,,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.64Al0.12Ni0.24,0.87,,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.66Al0.12Ni0.22,0.7625,,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.68Al0.12Ni0.2,0.655,,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.7Al0.12Ni0.18,0.5325,,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,1.0
Ti0.72Al0.12Ni0.16,0.485,,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.74Al0.12Ni0.14,0.4025,,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.76Al0.12Ni0.12,0.33,,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.78Al0.12Ni0.1,0.2425,,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.8Al0.12Ni0.08,0.1975,,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.82Al0.12Ni0.06,0.1525,,0.8200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060000000000000005,0.0,0.0,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,1.0
Ti0.84Al0.12Ni0.04,0.1,,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.86Al0.12Ni0.02,0.1225,,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0
Ti0.02Al0.1Ni0.88,0.2575,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0
Ti0.04Al0.1Ni0.86,0.2425,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0
Ti0.06Al0.1Ni0.84,0.2525,,0.060000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.0,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,1.0
Ti0.08Al0.1Ni0.82,0.2375,,0.08000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8200000000000001,0.0,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,1.0
Ti0.1Al0.1Ni0.8,0.1975,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0
Ti0.12Al0.1Ni0.78,0.2525,,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0
Ti0.14Al0.1Ni0.76,0.26,,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0
Ti0.16Al0.1Ni0.74,0.1675,,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0
Ti0.18Al0.1Ni0.72,0.16,,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,0.0,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,1.0
Ti0.2Al0.1Ni0.7,0.095,,0.20000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,1.0
Ti0.22Al0.1Ni0.68,0.17,,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0
Ti0.24Al0.1Ni0.66,0.27,,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0
Ti0.26Al0.1Ni0.64,0.395,,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0
Ti0.28Al0.1Ni0.62,0.4475,,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0
Ti0.3Al0.1Ni0.6,0.4675,,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,1.0
Ti0.32Al0.1Ni0.58,0.4925,,0.32000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5800000000000001,0.0,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,1.0
Ti0.34Al0.1Ni0.56,0.4775,,0.33999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5599999999999999,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.9999999999999999
Ti0.36Al0.1Ni0.54,0.4575,,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0
Ti0.38Al0.1Ni0.52,0.445,,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0
