id,V_oc,V_tp,I_p,slope,Ni,Al,Ti,fwhm,ts
1,-0.8554866243124412,0.0849573090672493,-5.314436675250751,0.04941706153045879,0.3348263638279587,0.08104612401770539,0.5841274957610232,0.5234997955514196,2019-06-24 18:58:33.523545
2,-0.8597554118241081,0.084037184715271,-5.38336770946845,0.03831040072688056,0.3999624895306023,0.08187578083797159,0.5181617571703591,0.47560826310361937,2019-06-24 18:58:33.997234
3,-0.8295171823662149,0.025456277653574944,-5.352337931194297,0.15449877471978649,0.4693183164297842,0.08069266203556857,0.44998904041493437,0.4406271889512288,2019-06-24 18:58:34.478890
4,-0.7585002897898557,-0.03251122310757637,-5.4366381483098065,0.450332903739261,0.5399303338748718,0.0777167737026751,0.3823528583889708,0.4054414697802272,2019-06-24 18:58:34.920880
5,-0.7194789654980486,-0.012268602848052979,-5.251606326277385,0.6026396866313752,0.6085616210366347,0.07346963939012374,0.31796861714185554,0.3515547610315572,2019-06-24 18:58:35.401843
6,-0.9318273319730089,0.14568516612052917,-5.039856824126235,0.013689980543355075,0.21194124961156888,0.08718932795808215,0.7008692969453899,0.5425076161531832,2019-06-24 18:58:35.867017
7,-0.9153508866567415,0.34105709195137024,-5.149955531963027,-0.035631487258965165,0.26021436072213144,0.09183734035380725,0.6479482621391117,0.5801204506066434,2019-06-24 18:58:36.327609
8,-0.7168660987767996,0.25333908200263977,-5.032128561319126,0.7202447779631331,0.5849518390850715,0.08586099257975682,0.3291870885597349,0.3873785648465681,2019-06-24 18:58:36.827217
9,-0.7037112901596326,0.19475817680358887,-5.031247176709029,0.499543075597297,0.6487633053885332,0.07994984843296332,0.27128670065450833,0.28791532803749503,2019-06-24 18:58:37.288481
10,-0.721701315161009,0.1502857506275177,-5.165350089108607,0.18917464312261367,0.7055083359325399,0.07405737573682064,0.22043406549741396,0.14168645542745348,2019-06-24 18:58:37.729197
11,-0.9530862876225673,0.24475130438804626,-4.996116606126584,-0.07558553179506819,0.16090149387378155,0.09595321321333114,0.7431452111594696,0.46758629481511627,2019-06-24 18:58:38.177549
12,-0.8713747585461665,0.38614293932914734,-5.3860769457062005,0.09171071199858778,0.2984599109379406,0.11168662380498606,0.5898534751256739,0.5591067425161229,2019-06-24 18:58:38.692991
13,-0.8342100843491358,0.31989437341690063,-5.414764758054007,0.27825116988044324,0.4246259463609163,0.11158080678583071,0.4637932350315378,0.4539879533387505,2019-06-24 18:58:39.216542
14,-0.6732880475464584,0.2867700755596161,-5.221072043747322,0.4059645392533242,0.6815194951756126,0.08737675633177089,0.23110363037735945,0.16081562496929577,2019-06-24 18:58:39.676867
15,-0.7036491262725618,0.21009349822998047,-5.255044938148647,0.2697847704241765,0.7313108107593715,0.08042049823062486,0.1882685237212322,0.05508612112239586,2019-06-24 18:58:40.147501
16,-0.9282946297746628,0.21622762084007263,-4.9587289386135485,0.047037608528951856,0.1229360558645686,0.1047043780221549,0.7723595591324053,0.4123021267864767,2019-06-24 18:58:40.624298
17,-0.8993946077548672,0.2557927370071411,-5.093686398940518,-0.07092069445990211,0.15087396160183922,0.11279241332789605,0.7363336538955687,0.4709396011334301,2019-06-24 18:58:41.108101
18,-0.8667263346487006,0.29106396436691284,-5.381815293378301,0.09666385391053801,0.22982206369479563,0.12762582605648107,0.6425521278172135,0.5922750936898401,2019-06-24 18:58:41.642875
19,-0.8359494082921965,0.4891962707042694,-5.45945663499862,0.20083030118342549,0.3387757405405292,0.1341924028281658,0.5270318390839657,0.5136436283990281,2019-06-24 18:58:42.170304
20,-0.7721926088520878,0.42754828929901123,-5.504678486520136,0.3017795239306039,0.4673054114358802,0.12905408260261766,0.40364047572630696,0.42373664211528317,2019-06-24 18:58:42.697791
21,-0.684178145499148,0.33522969484329224,-5.521748444709343,0.5365783711658558,0.596895845375913,0.11429957502565419,0.2888045464471039,0.35813539223724034,2019-06-24 18:58:43.144279
22,-0.7126975469495251,0.2097867876291275,-5.0155164766136835,0.2376625841828472,0.7510563095323262,0.08779650865966201,0.16114705985496444,0.054873631149588376,2019-06-24 18:58:43.653320
23,-0.8890065049888494,0.4036251902580261,-5.2165869854264875,0.2828819925866365,0.17578658306026076,0.14307812772796727,0.6811353384619707,0.5512341323486707,2019-06-24 18:58:44.254460
24,-0.8006619775566375,0.3616064190864563,-5.550104418066816,0.2193777316973518,0.3786761168977609,0.15972126124126662,0.46160259140450727,0.47275836217282635,2019-06-24 18:58:44.786750
25,-0.6568193471058124,0.32449495792388916,-5.632160799277902,0.5139873639431404,0.6278557725441247,0.1282875017374176,0.2438567324350016,0.2731063350488141,2019-06-24 18:58:45.250523
26,-0.7049835748137371,0.2913706600666046,-5.111131082784735,0.2967500806316714,0.7278907911648289,0.10575712262908712,0.16635202637896734,0.08051024173726096,2019-06-24 18:58:45.721781
27,-0.936602627230018,0.20549289882183075,-4.969609064885077,-0.03711779587290651,0.09164979076955312,0.13322496409492665,0.7751253670667184,0.4092903803061829,2019-06-24 18:58:46.200912
28,-0.8808527178807609,0.26008662581443787,-5.375589213601726,0.06383591361431673,0.20415773362815245,0.1805363551782717,0.6153059143322943,0.5674332106769057,2019-06-24 18:58:46.715259
29,-0.8190241709520067,0.476007878780365,-5.564106593888747,0.2579790315894762,0.29949259732653805,0.1921557102079762,0.508351662562162,0.5374857183686119,2019-06-24 18:58:47.261962
30,-0.6979925832241034,0.5333619713783264,-5.383217389855903,0.5849605447496025,0.5384672540213853,0.17037305137931066,0.2911597348317773,0.4015587835866259,2019-06-24 18:58:47.772178
31,-0.6715508328235923,0.33921685814857483,-5.481708094055969,0.4952227977354124,0.6521073994038582,0.14386407836194254,0.20402854239638246,0.15844257076553334,2019-06-24 18:58:48.225305
32,-0.7136466214701097,0.24567143619060516,-5.156938084028797,0.27967998623369045,0.7009830438923719,0.1297896677449799,0.16922725667982583,0.12437982247936982,2019-06-24 18:58:48.692728
33,-0.7161537322616741,0.2913706600666046,-5.089734381789153,0.24500837632239594,0.7429014567999099,0.11646510436352997,0.14063332039242296,0.11015885388091029,2019-06-24 18:58:49.171673
34,-0.9286771895529157,0.170528382062912,-5.010738864788197,-0.0032696833930758616,0.08863275277050903,0.15717639071113015,0.7541909732163441,0.4255341345005538,2019-06-24 18:58:49.627721
35,-0.869381464918232,0.17206190526485443,-5.260131496386061,-0.009921779440557821,0.10701411120006674,0.1721672014704143,0.7208187877935384,0.45390823594090113,2019-06-24 18:58:50.102035
36,-0.884651782772551,0.45821893215179443,-5.293115206602972,0.23568709303950558,0.15816762867996964,0.20256444224610928,0.6392679511818127,0.5271359474070147,2019-06-24 18:58:50.646193
37,-0.8707949836052347,0.32664191722869873,-5.458651691234016,0.10812675179351613,0.2332842275690392,0.22465760028852316,0.5420581481565813,0.548091024586604,2019-06-24 18:58:51.152966
38,-0.8241492865364037,0.5069852471351624,-5.678225670137941,0.2600633285919755,0.33210932630907,0.2310615872431564,0.43682908479212723,0.4950157257906642,2019-06-24 18:58:51.692256
